author,title,text
伊藤左千夫,伊藤左千夫/野菊の墓,僕も承知しているのだ、今御膳会議で二人の噂が如何に盛んであったか。
森鴎外,森鴎外/即興詩人,拙劣なる詩のために、いたづらなる骨折せしことよ。
森鴎外,森鴎外/伊沢蘭軒,蘭軒の及門人名録に小山｜良哉がある。
久正十蘭,久生十蘭/魔都,罰金か拘留か。
吉川英治,吉川英治/美しい日本の歴史　,しかしほかの事では洋風化も決してお嫌いな様子ではない。
折口信夫,折口信夫/死者の書　続編（草稿）,だが林もない。
中里介山,中里介山/大菩薩峠 06 間の山の巻,噂の通り米友は大湊の浜でつかまってしまいました。
谷譲次,谷譲次/踊る地平線 07　血と砂の接吻,ふたたび、喝采・動揺・乱舞する日光――羅典的場面の大燃焼だ。
豊島与志雄,豊島与志雄/ジャン・クリストフ 07 第五巻　広場の市,ある者は官学的な信条のうちに蟄居し、ある者は革命的な信条のうちに蟄居していた。
戸坂潤,戸坂潤/読書法,所謂近代芸術こそがみずからのものと感じている芸術なのだと。
島崎藤村,島崎藤村/藁草履,向の楢林――山梨の農夫が秣を刈集めている官有地の方角から、牝馬の嘶く声が聞えて来る。
宮本百合子,宮本百合子/「乳房」創作メモ,又、場所をつかわせた。
夏目漱石,夏目漱石/道草,「本当に違った人になったのなら何時でも取り消すが、そうじゃないんだ。
国枝史郎,国枝史郎/前記天満焼,知れた手並だ、叩っ切り、中斎先生の身辺から、危険分子を払ってやろう」
ユゴー,ヴィクトル・ユゴー/レ・ミゼラブル 04 第一部　ファンテーヌ,彼は三百フラン送って、そのうちからすべてを差し引き、なお母親が病気で子供に会いたがっているから、すぐに子供をモントルイュ・スュール・メールに連れて来るようにと言ってやった。
種田山頭火,種田山頭火/行乞記 04 （三）,草花を摘みつゝ、柏餅を食べつゝ、酒を飲みつゝ、考へる。
長塚節,長塚節/隣室の客,私の懐疑心は隣の座敷に対して神経を鋭敏にして居たのであつた。
岡本綺堂,岡本綺堂/半七捕物帳 66 地蔵は踊る,彼女はそこらに落ちている枯れ枝を拾って叩き付けた。
夏目漱石,夏目漱石/坑夫,安さんが先へ立つ。
吉川英治,吉川英治/上杉謙信,大正の部
国枝史郎,国枝史郎/生死卍巴,どうでもあれは昔に返して、亜剌比亜の沙漠の神殿の奥へ、封じ込まなければならないのだよ」
久正十蘭,久生十蘭/だいこん,「またとぼけるのか。
国枝史郎,国枝史郎/大鵬のゆくえ,パッと渋団扇で叩き落す。
楠山正雄,楠山正雄/雪の女王 七つのお話でできているおとぎ物語,そこで、おばあさんは、庭へ出て、そこのばらの木にむかって、かたっぱしから撞木杖をあてました。
堀辰雄,堀辰雄/顔,いつか夜になつてゐた。
有島武郎,有島武郎/真夏の夢,「それからたくさんおもちゃを買ってちょうだいなママ」
三上於菟吉,三上於菟吉/空家の冒険,それから助力を借りて、扉を無理に押し開いてみると、果然！この不幸な青年は、テーブルの近くに斃れているのであった。
海野十三,海野十三/海底大陸,警部は、それが聞こえないようすをよそおって、船室の方に下りていった。
岸田国士,岸田国士/十二月的感想,遠いものを近くし、重いものを軽くし、深いものを浅くするところに文化の歩みがある。
菊池寛,菊池寛/小公女,あなたもきっと、その役をよろこんでして下さると思うわ。
戸坂潤,戸坂潤/空間概念の分析,処がそうであるからと云って概念の分析は吾々のそれと一つであるのではない。
森鴎外,森鴎外/ファウスト,敵の力を分割することが、あれになら出来ましょう。
海野十三,海野十三/火星兵団,しかし、それにしては、日本語がこんなにうまいのは、どうしたということであろう。
牧野信一,牧野信一/余の倅に就いて,「！！！」
林不忘,林不忘/丹下左膳 02 こけ猿の巻,と仕方なく先に立って、邸内へはいったが、出る仏に入る鬼……きょう故先生の御出棺の日に、司馬道場、とんだ白鬼をよびこんでしまった――。
太宰治,太宰治/虚構の春,（一行あき。
中里介山,中里介山/大菩薩峠 09 女子と小人の巻,「あはははは」
種田山頭火,種田山頭火/其中日記 02 （二）,うら／＼と野山がかすんでゐる、春の横顔うつくしいね。
坂口安吾,坂口安吾/ヤミ論語,学生窃盗団、ダンスホール御乱行組、学生への非難の声もにぎやかである。
直木三十五,直木三十五/南国太平記,※廬遮那如来、北方不空成就如来、西方無量寿仏、十万世界一切の諸仏、各々本尊を貌して、光焔を発し、一切罪を焚焼して、幼君の息災を垂れ給え」
与謝野晶子,与謝野晶子/源氏物語 31 真木柱,狂っている時が多くて、夫婦の中も遠くなっていたが、なお唯一の妻として尊重していた大将に新しい夫人ができ、それがすぐれた美しい人である点ではなくて、世間も疑っていた源氏との関係もないことであった清い処女であった点に大将の愛は強く惹かれてしまった。
中里介山,中里介山/大菩薩峠 40 山科の巻,それ見ろ、またしても熊の檻へ入れられる。
泉鏡花,泉鏡花/菎蒻本,「お蝋を。
萩原朔太郎,萩原朔太郎/月に吠える,こころよこころよしづまれしのびてしのびてしのべよ
織田作之助,織田作之助/可能性の文学,彼等の文学のうち、比較的ましな文学の中には彼等がいかに生きて来たかということは書かれているだろうが、いかに生くべきかという可能性は描かれていない。
石川啄木,石川啄木/菊池君,』
森鴎外,森鴎外/病院横町の殺人犯,生活費は如何なる財源より出でたるか知らず。
北大路魯山人,北大路魯山人/夜寒に火を囲んで懐しい雑炊,そのかわり、夜食にこれで満腹すると、その夜は暖まり過ぎて寝られない。
宮本百合子,宮本百合子/道標,それが発見された。
長塚節,長塚節/開業医,「僕もこんな所で開業する料簡はなかつたんだがな」
林不忘,林不忘/丹下左膳 01 乾雲坤竜の巻,一万一千四百石。
中里介山,中里介山/大菩薩峠 39 京の夢おう坂の夢の巻,「百姓一揆とか、検地騒動とかで、えらく騒いでいるようすじゃございませんか」
長谷川時雨,長谷川時雨/旧聞日本橋 20 西川小りん,そして徐ろに、衣の袖を掻きあわせ、瞑目合掌の後、しずかに水晶の数珠をすりあげ、呟くようにひくく、
宮本百合子,宮本百合子/現代文学の広場 創作方法のこと・そのほか,昨年の新日本文学会第五回大会で行われた窪川鶴次郎の報告「批評の任務」は、少くともそのようないきさつを経た上での報告であった。
太宰治,太宰治/正義と微笑,曇。
石川啄木,石川啄木/一利己主義者と友人との対話,特待生だよ。
芥川龍之介,芥川龍之介/遺書,（若し汝等を愛せざらん乎、或は汝等を棄てて顧みざるべし。
三木清,三木清/科学批判の課題,このようにして本性上最も明らかに見ゆべきもの、すなわち事物の永遠に現在的なる本質はロゴスによって救い上げられ得るのである。
佐々木味津三,佐々木味津三/右門捕物帖 26 七七の橙,それもからっ駕籠がね、町じゅうのべたらに乗り捨ててあるんですよ。
泉鏡花,泉鏡花/売色鴨南蛮,と甘谷は前掛をポンポンと敲いて、
吉川英治,吉川英治/私本太平記/13　黒白帖　,と、卯木は現在の清次を、身のそばにかえりみながら。
吉川英治,吉川英治/宮本武蔵　05　風の巻　,――ではなぜ、こんなところまで、恋々と彷徨ってきたかと訊かれれば、その矛盾も説明することのできない彼女であった。
岡本綺堂,岡本綺堂/寄席と芝居と,お茶の水の堤に暁の霜白く、どこかで狐が啼いている。
徳富蘆花,徳冨蘆花/小説　不如帰　,岩に一条の路あり、そをたどれば滝の不動にいたるべし。
芥川龍之介,芥川龍之介/青年と死,（Ａとって渡す。
カフカ,カフカ/審判,モンターク嬢が食堂でＫと話しこんでいるうちにビュルストナー嬢は出かけてしまったらしかった。
国枝史郎,国枝史郎/神州纐纈城,片端から突き殺してやろう」
太宰治,太宰治/道化の華,小菅はベツドの上へ仰向にころがつた。
鈴木行三,鈴木行三/怪談牡丹灯籠 04 怪談牡丹灯籠,と問われて、孝助は
徳富蘆花,徳冨蘆花/小説　不如帰　,疲れたろう。
夏目漱石,夏目漱石/三四郎,「金はこの月始まりだから、きょうでちょうど二週間ほどになる」
鈴木三重吉,鈴木三重吉/古事記物語,163-3「大雀命」→「大雀命」
国枝史郎,国枝史郎/神秘昆虫館,そこで小一郎と桔梗様とは、大池の方へ歩き出した。
宮沢賢治,宮沢賢治/台川,向うの河原のを動かそう。
直木三十五,直木三十五/南国太平記,沈んだ顔をして出迎えた士が
海野十三,海野十三/爆薬の花籠,おい、よびかえさなければ、おれにつづけ」
水野葉舟,水野葉舟/黄昏,これから西に向いて行くのだ。
大杉栄,大杉栄/科学の不思議,『いゝえ』とクレエルは答へました。
三好十郎,三好十郎/冒した者,（同時にソファの上の柳子が夢でうなされているような声で泣きはじめる）
斎藤茂吉,斎藤茂吉/万葉秀歌,また長歌には、「大伴の遠つ神祖の、其の名をば大来目主と、負ひ持ちて仕へし官、海行かば水漬く屍、山ゆかば草むす屍、おほきみの辺にこそ死なめ、顧みはせじと言立て」（巻十八・四〇九四）云々とあるもので、家持は生涯の感激を以て此の長短歌を作っているのである。
岸田国士,岸田国士/泉,このひとたちには、よくわかるやうに話をするから……」
夏目漱石,夏目漱石/虞美人草,「いいえ。
太宰治,太宰治/風の便り,お互い、なんの警戒も無しに遊びたかったのです。
与謝野晶子,与謝野晶子/源氏物語 54 蜻蛉,宿貸さば一夜は寝なんおほかたの花に移らぬ心なりとも
横光利一,横光利一/上海,「お杉さんは寝るところはあるのかね。
江見水蔭,江見水蔭/悪因縁の怨,礼はウンと出すよ。
原民喜,原民喜/背後,」裁判長の息子は辛辣に宣告する。
森鴎外,森鴎外/伊沢蘭軒,昨日総督より洋医可心掛之命有之。
中原中也,中原中也/山羊の歌,原に草、
牧逸馬,牧逸馬/女肉を料理する男,おまけに、続出する被害者の身分まで厳正に一定され、いままた、こうして犯人の顔を実見した者さえ出てきたにかかわらず、ついに捕縛の日を見ることなくして終ったのだ。
小林多喜二,小林多喜二/不在地主,「え、今のところは……矢張り秋になってみないと。
中里介山,中里介山/大菩薩峠 24 流転の巻,実際、離れて見ると、意外な光景には違いありません。
宮沢賢治,宮沢賢治/さるのこしかけ,けれどもこいつへ腰をかけるようなやつなら、すいぶん小さな猿だ。
戸坂潤,戸坂潤/イデオロギー概論,そういうことが今指摘された。
島崎藤村,島崎藤村/若菜集,秋の百葉を落すとき
島崎藤村,島崎藤村/三人の訪問者,「冬」はその年も槙の緑葉だの、紅い実を垂れた万両なぞを私に指して見せた。
坂口安吾,坂口安吾/曽我の暴れん坊,バカだよ、このデブチンは。
坂口安吾,坂口安吾/安吾巷談 03 野坂中尉と中西伍長,国家百年の大計などゝいうものを仮定してムリなことをやるのがマチガイのもとだ。
夏目漱石,夏目漱石/こころ,私は笑いを帯びた先生の顔と、縁喜でもないと耳を塞いだ奥さんの様子とを憶い出した。
若山牧水,若山牧水/樹木とその葉 36 自然の息自然の声,即ちこれが昔の噴火口の壁の一部であつたのださうだ。
正岡容,正岡容/我が円朝研究 「怪談牡丹灯籠」「江島屋騒動」「怪談乳房榎」「文七元結」「真景累ヶ淵」について,ワッと相手は打ち倒れた。
芥川龍之介,芥川龍之介/六の宮の姫君,尼は男に名のられると、何も云はずに泣き続けた。
夏目漱石,夏目漱石/満韓ところどころ,御者に注意してやると、御者は支那語で何とか云いながら、鞭を棄てて下へ下りたが、非常に固く詰っていたと見えて、叩いても引っ張っても石が取れないので、またのそのそ御者台へ上がった。
海野十三,海野十三/怪塔王,戦艦淡路があんなにやっつけられたことを考えても、それがよくわかるんだ。
林不忘,林不忘/つづれ烏羽玉,「花――ことによると、死に花かもしれぬ！か、からだをあらためてみい。
豊島与志雄,豊島与志雄/自由人,「ちょっと出かけるんだ。
芥川龍之介,芥川龍之介/動物園,象よ。
牧野信一,牧野信一/嘆きの孔雀,と私は答へました。
吉川英治,吉川英治/宮本武蔵　03　水の巻　,わけても袖無羽織は、舶載の織物らしく、豪華な模様に金襴の裾べりを縫い、裏には羽二重をつけ、紐にまで細かい気をつけて、葡萄染めの革がつかってある。
久正十蘭,久生十蘭/ノンシャラン道中記 05 タラノ音頭　――コルシカ島の巻――,……ま、そんな工合です。
木下尚江,木下尚江/幸徳秋水と僕 ――反逆児の悩みを語る――,一切「謝罪」――
桜間中庸,桜間中庸/蚊遣火,弟ねかして
ロラン,ロラン/ジャン・クリストフ 06 第四巻　反抗,ついにその作品が現われた。
久正十蘭,久生十蘭/あなたも私も,賢夫人だけあって、こういうやりとりになると、ひとのいちばん痛いところを突いてくる。
井上円了,井上円了/欧米各国　政教日記,小教区には必ず一名もしくは二、三名の訓導ありて、その区内を監督す。
井上円了,井上円了/妖怪学/妖怪学,みな木剋土の理なり。
太宰治,太宰治/走れメロス,ふと耳に、潺々、水の流れる音が聞えた。
豊島与志雄,豊島与志雄/反抗,面白いじゃないか。
小林多喜二,小林多喜二/蟹工船,みんな死ぬ。
芥川龍之介,芥川龍之介/袈裟と盛遠,「あの人は来るのかしら、来ないのかしら。
種田山頭火,種田山頭火/其中日記 02 （二）,樹明君がお土産の牡蠣はうまかつた、殻をたゝき割つて、そのまゝ食べる、かんばしい、久しぶりに磯の香をかいだ。
林不忘,林不忘/つづれ烏羽玉,だが、いっさいわからない。
国枝史郎,国枝史郎/大鵬のゆくえ,吉備彦来訪
豊島与志雄,豊島与志雄/悪魔の宝,」とセンイチは決心して答へました。
島崎藤村,島崎藤村/新生,彼は長い年月の間ほとほと失いかけていた生活の興味をすら回復した。
吉川英治,吉川英治/御鷹,――修業というのは、何も、御鷹の飼い方や、あつかいを習えというのじゃない。
中里介山,中里介山/大菩薩峠 29 年魚市の巻,と言いました。
海野十三,海野十三/恐竜島,恐竜島の長い物語はここで一まず筆をはぶくことにする。
中里介山,中里介山/大菩薩峠 31 勿来の巻,大事なものを持ち出して、ワザとこんな遠くへまで置きっぱなしにして行ったのは、もうげんじたわけではない。
吉川英治,吉川英治/私本太平記/06　八荒帖　,「ついては、地方武士の面々は、このさい加役を解かれるゆえ、三日以内に島外へ立ち退き、各※の在所へ帰国するがいい」
宮本百合子,宮本百合子/伸子,わかっていますから」
吉川英治,吉川英治/私本太平記/01　あしかが帖　,と共に、酒に酔った犬飼の手綱を抜け、いつのまにか側へ来て、自分の足もとを嗅いでいた紀州犬の鼻ヅラを見たので、いきなり足をあげて蹴飛ばした。
芥川龍之介,芥川龍之介/歯車,僕はなぜか朱舜水と云ふ言葉を正確に発音出来なかつた。
島崎藤村,島崎藤村/夜明け前 01 第一部上,慶長年代のころ、石田三成が西国の諸侯をかたらって濃州関ヶ原へ出陣のおり、徳川台徳院は中仙道を登って関ヶ原の方へ向かった。
豊島与志雄,豊島与志雄/レ・ミゼラブル 08 第五部　ジャン・ヴァルジャン,私がそれに水をやっていますのよ。
久正十蘭,久生十蘭/あなたも私も,バスはここで折返して、駅のほうへ帰る。
泉鏡花,泉鏡花/神鑿,「何、心配には及ばん、船に居たのは活きた人間では無いのだから。
マクラウド,マクラウド/海豹,「おお真白き平和よ、きかせよ、神のいます林檎の樹の陰にいるムルタックに私の声はきこえるか」
直木三十五,直木三十五/寺坂吉右衛門の逃亡,どっちも、人間扱いにされずに――そして、されなかったから、一番いい籤を引くことになるんだ。
夏目漱石,夏目漱石/虞美人草,部屋のなかはなおさら暗いだろう。
泉鏡花,泉鏡花/夫人利生記,」
ダンテ,ダンテ/神曲 03 天堂,【集会】天使達
小熊秀雄,小熊秀雄/小熊秀雄全集-14  童話集,としきりに首を振りました、男は
吉川英治,吉川英治/私本太平記/12　湊川帖　,なぜか、じりじりとその遠巻きを圧縮して来てはいるが、俄に、近づいて来るふうでもない。
柳宗悦,柳宗悦/民芸とは何か,誰が無学を讃美することができるでしょう。
宮本百合子,宮本百合子/わが母をおもう,ところが欧州戦争後、母も年をとり、経済的な事情もいく分日増しによくなって来ると、母も健康を失いました。
牧野信一,牧野信一/好色夢,八月が終らうとする頃になると、母からの為替と同封の手紙にはもう一年分が終りさうになるが？と大分けしきばんだ言葉も見られた。
田中貢太郎,田中貢太郎/指環,女はその前へ坐って白い顔を重そうにした。
織田作之助,織田作之助/道,池の左手には黒ぐろとした校舎がやもりのような背中を見せて立っている。
宮沢賢治,宮沢賢治/詩ノート,あすこの谷で
久正十蘭,久生十蘭/黒い手帳,ちょうど半年分の送金が届く定例の月で、それを待ちかねていたくらいだから手元には千｜法とちょっとしか残っていない。
柳宗悦,柳宗悦/手仕事の日本,甲州にはまた紙漉場もあって、南巨摩郡西島村や西八代郡｜市川大門などに、今も仕事が見られます。
佐々木味津三,佐々木味津三/右門捕物帖 23 幽霊水,ええ、そうですとも！おまけに、くやしいほどのべっぴんなんだからね。
ユゴー,ヴィクトル・ユゴー/レ・ミゼラブル 08 第五部　ジャン・ヴァルジャン,「地の理はよく、防寨は堅固だ。
直木三十五,直木三十五/南国太平記,「留守だよ」
泉鏡花,泉鏡花/星女郎,心苦しいと思って、思い切って、掻巻の袖を上げると、キラリと光ったものがある。
宮本百合子,宮本百合子/第一回日本アンデパンダン展批評,新しくなることのために、どれほど、平凡で分りきったような現実追求がされなければならないかということを飛躍して、画家の主観的な気分の昂揚の中で「新しい」ものを生もうとする苦悩がありました。
吉川英治,吉川英治/宮本武蔵　02　地の巻　,「あれでござる」
牧逸馬,牧逸馬/アリゾナの女虎,犯人逮捕に一千弗の賞金を提出したのは、このエギザミナアが一番早かった。
太宰治,太宰治/母,」
吉川英治,吉川英治/大岡越前,「――慕わしさ。
芥川龍之介,芥川龍之介/少年,」
牧野信一,牧野信一/奇友往来 （引越しをする男）,妾、どうしても渡してやりたいものがあるのよ。
島崎藤村,島崎藤村/夜明け前 04 第二部下,なんだかこの節は自分の顔が自分じゃないような気がする。
石川啄木,石川啄木/詩,ゆるぎなき
小栗虫太郎,小栗虫太郎/オフェリヤ殺し/オフェリヤ殺し,幡江の瞳が、異様に据えられたかと思うと、みるみる全身が、はちきれんばかりに筋張って来た。
正岡子規,正岡子規/墨汁一滴,太祇にも蕪村にも几董にも「訪はれ顔」といふ句あるは其角の附句より思ひつきたるならん。
牧野信一,牧野信一/「或る日の運動」の続き,「春になつたら……といふ僕の言葉は、もう信用しないかね」
岸田国士,岸田国士/けむり（ラヂオ物語）,若い士官が、更に言葉をかけました。
岡本綺堂,岡本綺堂/箕輪の心中,なんでほかの嫁などを貰ふものか。
三好十郎,三好十郎/樹氷,敦子どうかなすって、金吾さん？
岡本かの子,岡本かの子/決闘場,露骨なワルトンよりも落ち付いて鷹揚そうに見えるジョーンから寧ろ彼女は重苦しい圧迫を受けて居た。
国枝史郎,国枝史郎/神州纐纈城,「当らなかったその時は？」
海野十三,海野十三/空中漂流一週間,こっちの出発が、陣地の方に都合がわるければ、綱を引張ってこの気球を引きおろせばいいではないか。
夏目漱石,夏目漱石/二百十日,「訳はなさそうだが、これじゃ路が分らないぜ」
中井正一,中井正一/調査機関,第二次大戦およびその後の軍事的緊迫に伴って、厖大な軍事予算が科学振興のためにばらまかれるようになってからは、科学的研究調査は急速に国家予算と結びつく有様となった。
古川緑波,古川緑波/古川ロッパ昭和日記 02 昭和十一年,満員である。
夏目漱石,夏目漱石/彼岸過迄,気の毒な事をした。
石川啄木,石川啄木/第十八号室より,また予が入院するといふことは予が近く友人と企てゝゐる或仕事に対しても少からぬ打撃であつた。
山村暮鳥,山村暮鳥/雲,いういうと
岸田国士,岸田国士/歌舞伎劇の将来,今日、自発的に切符を買つて、芝居に行くものは意外に少いだらう。
太宰治,太宰治/春の盗賊,どういうわけか、そこまでは僕も知らない。
ユゴー,ヴィクトル・ユゴー/レ・ミゼラブル 05 第二部　コゼット,コゼットの足はジャン・ヴァルジャンの歩みをおくらしていた。
室生犀星,室生犀星/或る少女の死まで,本当にはずかしい事だ。
三遊亭円朝,三遊亭円朝/粟田口霑笛竹（澤紫ゆかりの咲分） 02 粟田口霑笛竹（澤紫ゆかりの咲分）,伽「コレ山田、なんだ目の悪いものを突転ばして、コレ見ろ」
吉川英治,吉川英治/大岡越前,膝の蚊を、ぴしゃっと叩いて、かれはまた、やかましい禁令のことを思った。
久正十蘭,久生十蘭/金狼,殺人と恋愛と……。
坂口安吾,坂口安吾/ジロリの女,私は嫉妬というものに人一倍身を焼くくせに、人の恋路に一応の寛容を持たざるを得ず、その道の手腕に敬服せざるを得ないという因果なディレッタントでもあり、敵ながら大浦博士に内々感服しているのだから、私はまったくバカバカしい。
山村暮鳥,山村暮鳥/風は草木にささやいた 01 風は草木にささやいた,漁夫は渚につつ立つてゐる
林不忘,林不忘/丹下左膳 01 乾雲坤竜の巻,喜左衛門は髪も白いほうが多く、六十の声をかなり前に聞いたらしい年配だが、富五郎は稼業がら、おまけに今でも自ら重い槌を振っているだけあった。
林不忘,林不忘/安重根 ――十四の場面――,それより、黄成鎬のところへは、今日行くと報せてあるのか。
種田山頭火,種田山頭火/『鉢の子』から『其中庵』まで,ふる郷のほとりの山裾にあった。
太宰治,太宰治/パンドラの匣,ただ、あわてるばかりだ。
豊島与志雄,豊島与志雄/ジャン・クリストフ 05 第三巻　青年,彼女はそういう残忍な沈黙よりも、叱責の方をまだ好んだであろう。
伊藤野枝,伊藤野枝/科学の不思議,『音が一秒間に三百四十メートル走るものとすれば、今の雷は何れ位離れた処から聞えたんだらう。
種田山頭火,種田山頭火/其中日記 02 （二）,何とうらゝかなお天気だらう。
夢野久作,夢野久作/暗黒公使,ここまで説明してから、又、十四号室の中に引返して来ると、皆もあとから這入って来た。
宮本百合子,宮本百合子/時代と人々,而も絃のように張られていつも敏感に震動数高く世界史とかかわりあわずにはいられない日本。
種田山頭火,種田山頭火/其中日記 09 （九）,秋ふかい顔を剃つた、野の花を摘んで御仏に供へた。
海野十三,海野十三/火星探険,マートン技師が、そういって話をしているとき、別の部屋の扉が開いて、別の青年がとび出して来た。
林不忘,林不忘/つづれ烏羽玉,もう一生涯に顔を見ることもかなうまい。
原民喜,原民喜/苦しく美しき夏,粗末な生垣で囲まれた二坪ほどの小庭には、彼が子供の頃｜見憶えて久しく眼にしなかった草花が一めんに蔓っていた。
吉川英治,吉川英治/三国志　08　望蜀の巻　,周瑜の遺書には、
ダンテ,ダンテ/神曲 02 浄火,寺院に破門せられしものはたとひ悔いて後死すともその破門の中にへし年月の三十倍の間は浄火門外の山麓にとゞまるのみにて罪の浄めをうくるをえず
野村胡堂,野村胡堂/錢形平次捕物控091　笑い茸,水浸しになつた凉み船は、それでも白鬚の方へ、少しづづ少しづつは動いて行きます。
牧野信一,牧野信一/毒気,」
ユゴー,ヴィクトル・ユゴー/レ・ミゼラブル 04 第一部　ファンテーヌ,「たぶん明朝は。
戸坂潤,戸坂潤/現代哲学講話,――重ねて注意しておかなくてはならぬ、ここで見出されるであろう一般的関係は、決して単なる主観的な抽象ではなくて、哲学の客観的な歴史的発展それ自身がみずから抽出した処の、哲学というイデオロギー的存在それ自身の運動の基本・基準であるだろうことを。
島崎藤村,島崎藤村/夜明け前 02 第一部下,十五代将軍｜慶喜は、あだかもこの土蔵付き売屋の札をながめに徳川の末の代にあらわれて来たような人である。
宮本百合子,宮本百合子/二つの庭,「――出したのか、出られちまったのか、わかりもしないくせに……」
夏目漱石,夏目漱石/行人,「うん。
宮沢賢治,宮沢賢治/オツベルと象,」
宮本百合子,宮本百合子/獄中への手紙 08 一九四一年（昭和十六年）,何とひどい風になって来たでしょう。
戸坂潤,戸坂潤/科学論,蓋しＫ・フィッシャーやツェラーやＥ・エルトマン等によれば、哲学は体系としては破産したのであって、ただ歴史としてのみ成り立つことが出来る。
森鴎外,森鴎外/家常茶飯　附・現代思想,そんならその鎖国を実行しようと思ったら、出来るでしょうか。
徳田秋声,徳田秋声/花が咲く,」妻の声がした。
岡本かの子,岡本かの子/百喩経,彼等はそこから出かけようとして一斉に砂だらけな案内者の平凡な顔を見返した。
太宰治,太宰治/新ハムレット,その動物的な本能に、さまざま理想や正義の理窟を結びつけて、呻いているのです。
田中貢太郎,田中貢太郎/狸と俳人,それにどんなことがあっても、田畑などは荒さぬようにしろよ。
豊島与志雄,豊島与志雄/自由人,まあそれらのいろいろなことがあって、周組南は俺を、無縁の他人とは思っていないのでもあろうか。
種田山頭火,種田山頭火/其中日記 11 （十一）,“I am a rolling stone !”
宮本百合子,宮本百合子/獄中への手紙 11 一九四四年（昭和十九年）,胡瓜なんかの価をきくときはパ・チョム？の方を使って、スコーリコとはきかないのね、スコーリコはもっとまとまったもので、百グラム何銭にいくらというような食品なんかみんなパ・チョムでした。
林不忘,林不忘/安重根 ――十四の場面――,正面中央に改札口ありて、ただちにプラットフォウムに続く。
紫式部,紫式部/源氏物語 33 藤のうら葉,などと言い合っている時に、太政大臣は宮中から出た帰途にこの家の前を通って、紅葉の色に促されて立ち寄った。
カフカ,カフカ/審判,もちろん、――これは申上げておきたいと思いますが――私がこうおすすめしたからといって、ほんとうにティトレリのところにどうしても行かねばならぬということは少しもありません。
三遊亭円朝,三遊亭円朝/敵討札所の霊験,山「何の事でございますか、私は病気の時はお前さんが寝る目も寝ずに心配して看病して下すった、其の御恩は決して忘れませんから、私の出来る丈の事は仕ますがねえ、何ですえ」
豊島与志雄,豊島与志雄/ジャン・クリストフ 10 第八巻　女友達,ちょっとたってから彼女は言った。
倉田百三,倉田百三/光り合ういのち,信一兄さんはいやがりますのよ」
宮本百合子,宮本百合子/獄中への手紙 07 一九四〇年（昭和十五年）,暑気で体から何かがしぼりとられたようなお顔の色でした。
岡本綺堂,岡本綺堂/半七捕物帳 69 白蝶怪,蝶は羽をやすめてお勝の衾の上に止まっている。
海野十三,海野十三/南太平洋科学風土記,もうスコールが来るやうなところまで来たかとちよつと嬉しくなつた。
南方熊楠,南方熊楠/十二支考 11　鼠に関する民俗と信念,吾輩知る所を以てすれば、西半球にシュー人は鼠の近類たる麝香鼠を創世神の一とす（一九一六年板、スペンスの『北米｜印甸人の鬼神誌』二七一頁）。
清水紫琴,清水紫琴/したゆく水,しやんしやんしやんの三味の音も、いつしか遠くなる耳の、熱さに堪えず。
海野十三,海野十三/海野十三敗戦日記,◯大下邸もこの前とは変わり、きれいに片づき、既に種もまいてあるそうな。
三好十郎,三好十郎/俳優への手紙,そして、今のままの性格を持ちつづけて行ったのでは苦楽座は健全な姿では決して永続する筈が無いからである。
横光利一,横光利一/旅愁,「蒙古と広東で日華戦争が起ってるんだが、大げさに書いてあるにしても、こんなに新聞のトップ一面ということは今までになかった。
吉川英治,吉川英治/三国志　02　桃園の卷　,……食客や豪傑たちには、やさしい温情を示す人ですけれど、家庭の者には、おそろしくやかましい人なんです。
野村胡堂,野村胡堂/錢形平次捕物控043　和蘭カルタ,「坊ちやんが誘拐されたんでせう」
太宰治,太宰治/めくら草紙,「それでは女中じゃないか。
アンデルセン,アンデルセン/即興詩人,殊に羨ましきはエネエアスの役勤めたる男なるべし。
豊島与志雄,豊島与志雄/ジャン・クリストフ 10 第八巻　女友達,彼らの放縦は主として頭脳的なものだった。
国木田独歩,国木田独歩/湯ヶ原ゆき,斎藤巡査が真鶴で下車したので自分は談敵を失つたけれど、湯ヶ｜原の入口なる門川までは、退屈する程の隔離でもないので困らなかつた。
三木清,三木清/認識論,判断によつてでなければならぬ。
大杉栄,大杉栄/科学の不思議,脳を動かす仕事は、肉体の労働よりも余計早く体力を消耗する。
横光利一,横光利一/旅愁,しかし、矢代はこの日、槙三から持って来てくれた千鶴子の報知のことを思うと、それが何よりも嬉しかった。
久正十蘭,久生十蘭/猪鹿蝶,折入っておねがいしたいことがあるから、どこか静かなところで、一時間ほどお話できないだろうかって。
折口信夫,折口信夫/山越しの弥陀,岡本綺堂の史劇といふものは、歴史の筋は追うてゐても、如何にも、それ自体、微弱感を起させる歴史であつた。
坂口安吾,坂口安吾/街はふるさと,「そんな時が、あるもんだわね。
島崎藤村,島崎藤村/家 02 （下）,お俊の言おうとすることは、彼女の若い、悲しい生涯を思わせるようなものであった。
ユゴー,ヴィクトル・ユゴー/レ・ミゼラブル 04 第一部　ファンテーヌ,司教は想像されるほど感動してはいなかった。
泉鏡花,泉鏡花/星女郎,」
坂口安吾,坂口安吾/明治開化　安吾捕物 16 その十五　赤罠,それは足クビのホータイを隠すことよりも重大でした。
